name,age,gender,caste,religion,occupation,education,annual_income,marital_status,district,family_size,ration_card_type,disability_status,bank_account,land_ownership,land_holding_acres,recommended_scheme
Balu,29,Female,BC,Others,Employee,10th Pass,202270.28,Single,Villupuram,3.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Arjun,18,Female,SC,Christian,Homemaker,Post Graduate,69334.82,Married,Erode,5.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Sangeetha,32,Female,MBC,Others,Homemaker,5th Pass,26469.42,Married,Villupuram,3.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Murugan,26,Female,MBC,Hindu,Student,12th Pass,125760.86,Single,Madurai,2.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Arjun,20,Female,ST,Muslim,Homemaker,5th Pass,86299.56,Married,Madurai,3.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Arjun,51,Female,ST,Christian,Homemaker,12th Pass,53137.82,Married,Villupuram,4.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Arjun,63,Male,SC,Others,Farmer,10th Pass,42735.14,Married,Nagapattinam,3.0,APL,No,Yes,Yes,0.88,PM Kisan Samman Nidhi
Karthik,61,Male,BC,Muslim,Farmer,8th Pass,46042.22,Married,Sivaganga,7.0,BPL,No,Yes,Yes,2.55,Free Distribution of Seeds and Fertilizers
Venkat,32,Female,BC,Others,Farmer,No Formal Education,138309.32,Married,Erode,2.0,BPL,No,Yes,Yes,2.65,Free Borewell Scheme for Farmers
Venkat,33,Female,OC,,Farmer,8th Pass,69762.71,Married,Chennai,3.0,APL,No,Yes,Yes,2.14,Crop Insurance Scheme (PMFBY)
Meena,22,Male,BC,Muslim,Farmer,8th Pass,,Married,Villupuram,7.0,BPL,No,Yes,Yes,4.47,Kisan Credit Card Scheme
Venkat,57,Male,MBC,Hindu,Farmer,No Formal Education,160246.08,Married,Nagapattinam,4.0,BPL,No,Yes,Yes,1.14,Solar Pump Scheme for Farmers
Kumar,61,Male,SC,Muslim,Farmer,5th Pass,169806.69,Married,Tirunelveli,5.0,APL,No,Yes,Yes,2.58,Coconut Development Board Subsidy
Priya,27,Male,ST,Hindu,Fisher,8th Pass,61640.5,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Rekha,25,Male,SC,Muslim,Fisher,Graduate,58261.51,Married,Sivaganga,2.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Divya,58,Male,SC,Hindu,Fisher,5th Pass,49748.11,Married,,6.0,BPL,No,,No,0.0,Fishermen Housing Scheme
Rekha,52,Male,BC,Muslim,Fisher,8th Pass,51882.69,Married,Kancheepuram,3.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Lakshmi,5,Female,SC,Muslim,Student,No Formal Education,133061.52,Single,Tiruchirappalli,4.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Divya,22,Male,BC,Muslim,Student,12th Pass,63986.26,Single,Nagapattinam,6.0,,No,Yes,No,0.0,Free Laptop Scheme
Kavitha,24,Female,BC,Muslim,Student,10th Pass,92568.9,Single,Salem,4.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Arjun,20,Female,SC,Hindu,Unemployed,Graduate,206708.17,Single,Ramanathapuram,5.0,APL,No,Yes,No,0.0,CM Internship Programme
,27,Female,ST,Others,Unemployed,Post Graduate,81368.09,Single,Virudhunagar,4.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Sangeetha,5,Female,MBC,Others,Student,10th Pass,42226.8,Single,Erode,3.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Rajan,19,Female,SC,Hindu,Student,10th Pass,186524.62,Single,Vellore,3.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Lakshmi,38,Male,SC,Christian,Homemaker,Graduate,84096.69,Married,Villupuram,5.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Selvam,19,Female,SC,Christian,Student,8th Pass,113317.9,Single,Sivaganga,6.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Priya,30,Female,SC,Muslim,Self-employed,12th Pass,48133.65,Married,Chennai,2.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Geetha,26,Female,SC,Christian,Employee,10th Pass,321685.42,Married,Chennai,5.0,BPL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Murugan,49,Female,OC,Muslim,Unemployed,Graduate,78194.34,Single,Sivaganga,4.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Kumar,12,Male,MBC,Christian,Homemaker,8th Pass,82603.93,Widowed,Cuddalore,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Geetha,45,Male,BC,Others,Homemaker,Post Graduate,59499.33,Single,Kancheepuram,2.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Kumar,13,Female,BC,Christian,Student,Post Graduate,70883.71,Single,Madurai,4.0,BPL,Yes,No,No,0.0,Special School Assistance
Sangeetha,19,Male,MBC,Christian,Student,Post Graduate,174784.27,Single,Namakkal,4.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Kumar,33,Male,SC,Christian,Unemployed,10th Pass,53687.13,Married,Erode,6.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
,45,Female,ST,Others,Unorganised Worker,8th Pass,111617.9,Married,Namakkal,2.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Priya,24,Male,MBC,Hindu,Construction Worker,No Formal Education,133499.31,Married,Cuddalore,5.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Kavitha,28,Male,ST,Others,Toddy Tapper,8th Pass,34058.64,Married,Ramanathapuram,6.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Anitha,73,Male,ST,Others,Farmer,5th Pass,41598.36,Married,Coimbatore,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Lakshmi,29,Female,ST,Others,Farmer,No Formal Education,85567.5,Widowed,Madurai,2.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Sumathy,23,Female,ST,Christian,Self-employed,Post Graduate,421872.74,Single,Villupuram,6.0,APL,No,Yes,Yes,2.03,CMCHIS – Chief Minister's Health Insurance
Priya,57,Male,MBC,Others,Homemaker,No Formal Education,94795.33,Married,Sivaganga,6.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Sangeetha,53,Female,BC,Hindu,Unorganised Worker,8th Pass,159032.83,Married,Villupuram,7.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Venkat,25,Female,OC,Hindu,Employee,10th Pass,314299.61,Married,Virudhunagar,2.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Lakshmi,41,Female,OC,Others,Unorganised Worker,No Formal Education,223780.91,Married,Salem,3.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Sumathy,23,Female,MBC,Others,Student,10th Pass,115331.59,Single,Nagapattinam,3.0,APL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Divya,28,Male,SC,Christian,Self-employed,10th Pass,129420.39,Single,Vellore,5.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Selvam,55,Female,ST,Hindu,Homemaker,12th Pass,92149.37,Married,Thoothukudi,3.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Sumathy,35,Female,SC,Muslim,Farmer,5th Pass,42355.06,Married,Sivaganga,7.0,BPL,No,Yes,No,,Anaithu Grama Anna Marumalarchi Thittam
Anitha,29,Male,BC,Others,Homemaker,No Formal Education,41988.36,Married,Erode,4.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Rekha,64,Male,OC,Others,Construction Worker,10th Pass,199433.56,Single,Coimbatore,4.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
Nithya,28,Female,MBC,Others,Self-employed,10th Pass,328433.01,Married,Krishnagiri,6.0,APL,No,Yes,Yes,0.47,Chief Minister's Green Tamil Nadu Mission
Divya,54,Female,ST,Muslim,Homemaker,Post Graduate,95272.79,Married,Ramanathapuram,4.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Venkat,25,Female,MBC,Muslim,Employee,Post Graduate,208621.91,Single,Sivaganga,3.0,BPL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Arjun,36,Female,BC,Hindu,Homemaker,No Formal Education,,Married,Cuddalore,2.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Venkat,29,Female,MBC,Christian,Homemaker,8th Pass,70755.33,Married,Kancheepuram,2.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Vijay,28,Female,SC,Hindu,Student,Graduate,64238.8,Single,Krishnagiri,3.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Meena,26,Female,SC,Muslim,Homemaker,12th Pass,74993.86,Married,Kancheepuram,4.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Nithya,49,Female,MBC,Christian,Homemaker,10th Pass,67197.36,Married,Madurai,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Balu,55,Female,BC,Muslim,Farmer,Post Graduate,167632.08,Married,Coimbatore,6.0,APL,No,Yes,Yes,2.56,PM Kisan Samman Nidhi
Sangeetha,40,Female,SC,Others,Farmer,Post Graduate,68023.56,Married,Madurai,2.0,BPL,No,Yes,Yes,2.55,Free Distribution of Seeds and Fertilizers
Sangeetha,60,Female,MBC,Muslim,Farmer,Graduate,98613.04,Married,Kancheepuram,2.0,BPL,No,Yes,Yes,1.21,Free Borewell Scheme for Farmers
Venkat,41,Female,OC,Muslim,Farmer,,184325.12,Married,Thanjavur,3.0,APL,No,Yes,Yes,2.26,Crop Insurance Scheme (PMFBY)
Kavitha,24,Female,MBC,Muslim,Farmer,Graduate,135027.51,Married,Ramanathapuram,3.0,BPL,No,Yes,Yes,3.57,Kisan Credit Card Scheme
Divya,32,Female,SC,Christian,Farmer,Graduate,161636.79,Married,Tirunelveli,7.0,BPL,No,,Yes,1.06,Solar Pump Scheme for Farmers
Selvam,64,Female,OC,Hindu,Farmer,No Formal Education,273258.89,Married,Kancheepuram,3.0,,No,Yes,Yes,2.43,Coconut Development Board Subsidy
Balu,39,Male,ST,Others,Fisher,Post Graduate,30874.33,Married,Tirunelveli,4.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Divya,19,Male,SC,Others,Fisher,5th Pass,,Married,Nagapattinam,5.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
,31,Male,ST,Christian,Fisher,8th Pass,23748.6,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Meena,45,Male,MBC,Muslim,Fisher,8th Pass,90985.69,Married,Tirunelveli,5.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Karthik,13,Female,SC,Muslim,Student,No Formal Education,25937.8,Single,Dindigul,6.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Kavitha,16,Female,SC,Others,Student,12th Pass,104446.37,Single,Salem,3.0,APL,No,Yes,No,0.0,Free Laptop Scheme
Nithya,18,Female,MBC,Muslim,Student,10th Pass,72914.3,,Sivaganga,3.0,BPL,No,Yes,No,0.0,Pudhumai Penn Scheme
Geetha,26,Female,BC,Hindu,Unemployed,Graduate,104835.82,Single,Tiruchirappalli,4.0,APL,No,Yes,No,0.0,CM Internship Programme
Murugan,35,Male,BC,Muslim,Unemployed,Graduate,69695.1,Single,Salem,5.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Balu,25,Female,ST,Muslim,Student,Post Graduate,124381.29,Single,Kancheepuram,2.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Meena,17,Female,SC,Christian,Student,Post Graduate,135537.16,Single,Thoothukudi,3.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Karthik,52,Male,SC,Others,Homemaker,,58259.52,Married,Vellore,4.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Selvam,17,Female,SC,Hindu,Student,8th Pass,98832.68,Single,Coimbatore,4.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Rekha,22,Male,SC,Others,Self-employed,10th Pass,114227.26,Single,Erode,5.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Venkat,34,Male,SC,Muslim,Self-employed,12th Pass,308736.67,Married,Sivaganga,3.0,BPL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Rekha,69,Male,BC,Christian,Unemployed,10th Pass,13592.22,Married,Thanjavur,1.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Karthik,27,Female,BC,Hindu,Homemaker,12th Pass,102402.42,Married,Namakkal,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Kumar,21,Male,ST,Muslim,Unemployed,Graduate,77322.24,Single,Thanjavur,3.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Nithya,7,Female,ST,Others,Student,Post Graduate,145506.15,Single,Nagapattinam,4.0,BPL,Yes,No,No,0.0,Special School Assistance
Anitha,23,Male,ST,Others,Student,10th Pass,48675.23,Single,Chennai,4.0,BPL,No,,No,0.0,CM Youth Sports Incentive
Arjun,41,Male,BC,Hindu,Unemployed,12th Pass,102894.18,Single,Nagapattinam,4.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Geetha,50,Male,ST,Christian,Unorganised Worker,8th Pass,86101.2,Married,Krishnagiri,2.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Selvam,44,Female,ST,Christian,Construction Worker,12th Pass,30209.75,Married,Thoothukudi,6.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Sumathy,34,Male,MBC,Christian,Toddy Tapper,No Formal Education,33785.43,Married,Tiruchirappalli,5.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Venkat,76,Female,OC,Others,Homemaker,8th Pass,130345.93,Married,Tiruchirappalli,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Kumar,26,Female,BC,Hindu,Farmer,Graduate,10614.03,Widowed,Krishnagiri,5.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Nithya,62,Male,OC,Hindu,Employee,8th Pass,366042.21,Married,Nagapattinam,4.0,APL,,Yes,Yes,1.32,CMCHIS – Chief Minister's Health Insurance
Vijay,40,Male,MBC,Christian,Farmer,8th Pass,34241.8,Married,Cuddalore,5.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Kumar,39,Male,SC,,Unorganised Worker,Graduate,104321.14,Married,Namakkal,4.0,BPL,No,Yes,No,,PMAY (Pradhan Mantri Awas Yojana)
Anitha,38,Male,BC,Muslim,Employee,10th Pass,180729.17,Married,Cuddalore,6.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Kumar,59,Female,ST,Muslim,Unorganised Worker,12th Pass,251489.36,Married,,3.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Geetha,23,Female,SC,Muslim,Student,Graduate,108258.22,Single,Nagapattinam,2.0,,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Sangeetha,46,Female,OC,Hindu,Self-employed,10th Pass,264613.33,Single,Chennai,3.0,APL,No,Yes,No,0.0,MSME Subsidy Scheme
Vijay,34,Female,ST,Christian,Homemaker,Post Graduate,161978.27,Married,Dindigul,6.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Sangeetha,61,Male,SC,Muslim,Unorganised Worker,No Formal Education,91547.51,Married,Namakkal,4.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Arjun,52,Male,ST,Christian,Homemaker,8th Pass,127664.24,Married,Thoothukudi,7.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Vijay,28,Male,MBC,Muslim,Construction Worker,Graduate,243853.77,Single,Namakkal,1.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
Meena,36,Male,SC,Hindu,Self-employed,No Formal Education,141254.39,Single,Kancheepuram,3.0,APL,No,Yes,No,2.34,Chief Minister's Green Tamil Nadu Mission
Meena,50,Female,BC,Hindu,Homemaker,5th Pass,124186.05,Married,Namakkal,2.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Lakshmi,43,Female,MBC,Others,Employee,Post Graduate,167197.59,Single,Coimbatore,3.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Anitha,31,Female,SC,Hindu,Homemaker,Post Graduate,185186.13,Married,Vellore,6.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Rajan,37,Female,SC,Christian,Homemaker,10th Pass,56254.05,Married,Villupuram,3.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Lakshmi,29,Female,MBC,Hindu,Student,Post Graduate,121542.21,Single,Krishnagiri,2.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Balu,27,Female,SC,Christian,Homemaker,8th Pass,46645.88,Married,Dindigul,2.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Kavitha,35,Female,BC,Muslim,Homemaker,Post Graduate,,Married,Namakkal,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Rajan,25,Male,BC,Muslim,Farmer,Post Graduate,51965.81,Single,Krishnagiri,2.0,APL,No,Yes,Yes,3.75,PM Kisan Samman Nidhi
Geetha,32,Male,MBC,Others,Farmer,Post Graduate,131123.22,Married,Namakkal,3.0,BPL,No,Yes,Yes,1.02,Free Distribution of Seeds and Fertilizers
Murugan,57,Male,MBC,Others,Farmer,12th Pass,67148.33,Married,Vellore,6.0,BPL,No,Yes,Yes,1.24,Free Borewell Scheme for Farmers
Priya,46,Male,ST,Others,Farmer,10th Pass,225421.49,Married,Vellore,3.0,APL,,Yes,Yes,1.46,Crop Insurance Scheme (PMFBY)
Rekha,57,Female,MBC,Christian,Farmer,No Formal Education,283985.33,Married,Virudhunagar,7.0,APL,No,Yes,Yes,4.93,Kisan Credit Card Scheme
Meena,30,Male,MBC,Hindu,Farmer,10th Pass,120810.58,Married,Madurai,6.0,BPL,No,Yes,Yes,3.12,Solar Pump Scheme for Farmers
Venkat,49,Female,OC,Christian,Farmer,No Formal Education,129265.39,Married,Krishnagiri,6.0,BPL,No,Yes,Yes,2.4,Coconut Development Board Subsidy
Vijay,19,Male,BC,Hindu,Fisher,8th Pass,20880.28,Married,Namakkal,5.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Arjun,27,Male,MBC,Hindu,Fisher,No Formal Education,86179.77,Married,Ramanathapuram,3.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Kumar,51,Male,SC,Others,Fisher,Post Graduate,31006.28,Married,Namakkal,2.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Murugan,39,Male,BC,Christian,Fisher,No Formal Education,77812.33,Married,Thanjavur,2.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Rekha,9,Male,BC,Christian,Student,No Formal Education,75652.91,Single,Dindigul,4.0,,No,No,No,0.0,Chief Minister's Breakfast Scheme
Kumar,20,Male,MBC,Hindu,Student,Graduate,175561.42,Single,Thanjavur,3.0,APL,,Yes,No,0.0,Free Laptop Scheme
Meena,22,Female,SC,Others,Student,Post Graduate,105888.24,Single,Sivaganga,3.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Arjun,22,Female,BC,Muslim,Unemployed,Post Graduate,73923.17,Single,Tiruchirappalli,5.0,BPL,No,Yes,No,0.0,CM Internship Programme
Karthik,30,Male,ST,Hindu,Unemployed,Post Graduate,123958.09,Single,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Meena,18,Female,SC,Others,Student,5th Pass,126909.54,Single,Krishnagiri,2.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Kumar,20,Male,SC,Muslim,Student,Post Graduate,188352.34,Single,Tirunelveli,4.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Divya,25,Female,SC,Hindu,Unorganised Worker,No Formal Education,,Married,,3.0,,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Sumathy,13,Female,SC,Hindu,Student,Graduate,39168.77,Single,Ramanathapuram,3.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Rekha,33,Female,SC,Muslim,Self-employed,Graduate,149511.72,Single,Coimbatore,2.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Rekha,28,Male,SC,Others,Self-employed,10th Pass,58586.92,Married,Villupuram,2.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Priya,53,Female,BC,Muslim,Unorganised Worker,12th Pass,35476.32,Single,Coimbatore,3.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
,41,Male,ST,Hindu,Student,Post Graduate,62138.63,Married,Vellore,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Kumar,32,Male,BC,Christian,Homemaker,10th Pass,92723.61,Single,Tiruchirappalli,3.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Karthik,18,Male,ST,Others,Student,10th Pass,121421.51,Single,Tirunelveli,4.0,BPL,Yes,No,No,0.0,Special School Assistance
Rekha,25,Male,MBC,Muslim,Student,,138729.22,Single,Thoothukudi,2.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Arjun,32,Female,ST,Hindu,Unemployed,10th Pass,57668.12,Single,Thoothukudi,4.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Anitha,27,Male,BC,Hindu,Unorganised Worker,8th Pass,110713.58,Married,Ramanathapuram,4.0,BPL,No,Yes,No,,Unorganised Workers Welfare Scheme
Geetha,32,Female,SC,Hindu,Construction Worker,No Formal Education,78428.23,Married,Vellore,3.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Kavitha,47,Male,MBC,Muslim,Toddy Tapper,No Formal Education,22244.35,Married,Sivaganga,6.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Kavitha,71,Male,OC,Christian,Unemployed,Graduate,63896.08,Married,Salem,3.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Nithya,29,Female,OC,Others,Farmer,Post Graduate,45449.74,Widowed,Sivaganga,5.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Venkat,62,Male,MBC,Others,Homemaker,5th Pass,184888.41,Single,Namakkal,3.0,APL,No,Yes,No,1.44,CMCHIS – Chief Minister's Health Insurance
Priya,53,Female,ST,Hindu,Construction Worker,Post Graduate,186836.14,Married,Erode,3.0,BPL,,Yes,No,0.0,Free Ration Scheme (PDS)
Rekha,37,Male,BC,Hindu,Unorganised Worker,8th Pass,111809.12,Married,Nagapattinam,7.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Meena,28,Female,BC,Christian,Employee,10th Pass,253444.15,Married,Coimbatore,2.0,BPL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Vijay,36,Male,BC,Others,Farmer,5th Pass,202584.91,Single,Coimbatore,2.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Selvam,26,Female,SC,Muslim,Student,12th Pass,70820.17,Single,Sivaganga,2.0,BPL,No,,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Divya,43,Male,OC,Hindu,Self-employed,12th Pass,393771.89,Married,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Kavitha,54,Female,SC,Christian,Homemaker,Post Graduate,23278.39,Married,Virudhunagar,5.0,,No,Yes,No,0.0,Micro Credit for Women SHGs
Priya,42,Male,OC,Christian,Farmer,No Formal Education,132685.74,Married,Virudhunagar,3.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Murugan,70,Male,BC,Muslim,Homemaker,12th Pass,45014.55,Married,Virudhunagar,7.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
,22,Male,ST,Muslim,Employee,10th Pass,130207.9,Married,Salem,5.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
Meena,37,Male,SC,Christian,Farmer,12th Pass,479890.89,Married,Salem,5.0,APL,No,Yes,No,0.15,Chief Minister's Green Tamil Nadu Mission
Nithya,36,Female,SC,Muslim,Homemaker,12th Pass,,Married,,2.0,BPL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Karthik,40,Female,BC,Others,Employee,12th Pass,220763.89,Single,Ramanathapuram,4.0,BPL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Balu,29,Female,BC,Muslim,Homemaker,Post Graduate,132762.46,Married,Dindigul,5.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Rajan,25,Female,SC,Muslim,Homemaker,No Formal Education,,Married,Cuddalore,6.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Rajan,21,Female,MBC,Others,Student,Graduate,21681.3,Single,Madurai,3.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Selvam,27,Female,BC,Others,Homemaker,8th Pass,50008.36,Married,Coimbatore,3.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Divya,24,Female,SC,Others,Homemaker,10th Pass,34979.54,Married,Chennai,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Balu,59,Male,SC,Others,Farmer,No Formal Education,111938.2,Single,Thanjavur,5.0,APL,No,Yes,Yes,2.44,PM Kisan Samman Nidhi
Divya,21,Male,BC,Christian,Farmer,Post Graduate,126503.22,Married,Krishnagiri,4.0,BPL,No,Yes,Yes,1.59,Free Distribution of Seeds and Fertilizers
Karthik,48,Male,BC,Hindu,Farmer,,57439.96,Married,Thoothukudi,6.0,BPL,No,Yes,Yes,2.59,Free Borewell Scheme for Farmers
Karthik,33,Male,MBC,Muslim,Farmer,,96821.16,Married,Chennai,2.0,BPL,No,Yes,Yes,2.3,Crop Insurance Scheme (PMFBY)
Murugan,54,Female,OC,Muslim,Farmer,8th Pass,487548.55,Married,Madurai,5.0,APL,No,Yes,Yes,2.15,Kisan Credit Card Scheme
Rajan,26,Female,MBC,Hindu,Farmer,8th Pass,116145.14,Married,Villupuram,3.0,BPL,No,Yes,Yes,3.81,Solar Pump Scheme for Farmers
Nithya,61,Male,OC,,Farmer,5th Pass,135758.01,Married,Thoothukudi,6.0,APL,No,Yes,Yes,3.5,Coconut Development Board Subsidy
Kumar,38,Male,SC,Hindu,Fisher,Post Graduate,83394.29,Married,Nagapattinam,4.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Meena,18,Male,BC,Others,Fisher,10th Pass,26576.11,Married,Krishnagiri,2.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Rekha,56,Male,MBC,Hindu,Fisher,5th Pass,43158.6,Married,Villupuram,3.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Divya,32,Male,SC,Christian,Fisher,12th Pass,61938.61,Married,Dindigul,6.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Meena,13,Male,MBC,Christian,Student,,86617.75,Single,Tiruchirappalli,5.0,BPL,No,,No,0.0,Chief Minister's Breakfast Scheme
Balu,16,Female,SC,Others,Student,12th Pass,99323.01,Single,Vellore,2.0,APL,No,Yes,No,0.0,Free Laptop Scheme
